Category,Website,Product,Date,Title,review
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-18 0:00,Four Stars,Nice mild odor soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-18 0:00,Five Stars,Love it reminds me of home
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-03-18 0:00,Awesome product and perfect service. Buy with confidence.,Awesome product and perfect service. Buy with confidence.
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-03-18 0:00,Highly recommend.,"Love the look, performance. Wash my hands constantly and this gentle soap cuts down on dryness."
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-03-18 0:00,I love the fresh smell,"Not quite as skin nourishing as I was expecting, however; I love the fresh smell, which doesn't linger; which I prefer. I recommend."
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-03-18 0:00,still a good product.,"I've used this for years since my skin is sensitive, still a good product."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-10-03 00:00:00,I AM a grandma and I have been asked what do I use on my skin cause it's still good. I attribute Pears as part of the answer,ONLY soap I allow to touch my face. I AM a grandma and I have been asked what do I use on my skin cause it's still good. I attribute Pears as part of the answer. This is mild enough to use on babies. NO burning eyes at all with this gentle soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,26-02-18 0:00,Wife loves it,My Wife loves this soap so we keep buying it. Nuff said.
Bathing Soap,amazon.com,Pears Transparent Original Soap,19-02-18 0:00,Super gentle ideal for sensitive,This is my fave soap. Super gentle ideal for sensitive skin
Bathing Soap,amazon.com,Pears Transparent Original Soap,18-02-18 0:00,Simply fantastic soap! The BEST old-fashioned fragrance you can find ...,"Simply fantastic soap! The BEST old-fashioned fragrance you can find in any soap. I'll be buying Pears' original for as long as the company exists. The only thing we've found that can compete is the hand-made Gamrie Goat Milk Soap of Scotland, which is all but impossible to come by in the US. For us, it's Pears' original amber all the way!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-18 0:00,Four Stars,Nice mild odor soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-18 0:00,Five Stars,Love it reminds me of home
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-03-18 0:00,Awesome product and perfect service. Buy with confidence.,Awesome product and perfect service. Buy with confidence.
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-03-18 0:00,Highly recommend.,"Love the look, performance. Wash my hands constantly and this gentle soap cuts down on dryness."
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-03-18 0:00,I love the fresh smell,"Not quite as skin nourishing as I was expecting, however; I love the fresh smell, which doesn't linger; which I prefer. I recommend."
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-03-18 0:00,still a good product.,"I've used this for years since my skin is sensitive, still a good product."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-10-03 00:00:00,I AM a grandma and I have been asked what do I use on my skin cause it's still good. I attribute Pears as part of the answer,ONLY soap I allow to touch my face. I AM a grandma and I have been asked what do I use on my skin cause it's still good. I attribute Pears as part of the answer. This is mild enough to use on babies. NO burning eyes at all with this gentle soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,26-02-18 0:00,Wife loves it,My Wife loves this soap so we keep buying it. Nuff said.
Bathing Soap,amazon.com,Pears Transparent Original Soap,19-02-18 0:00,Super gentle ideal for sensitive,This is my fave soap. Super gentle ideal for sensitive skin
Bathing Soap,amazon.com,Pears Transparent Original Soap,18-02-18 0:00,Simply fantastic soap! The BEST old-fashioned fragrance you can find ...,"Simply fantastic soap! The BEST old-fashioned fragrance you can find in any soap. I'll be buying Pears' original for as long as the company exists. The only thing we've found that can compete is the hand-made Gamrie Goat Milk Soap of Scotland, which is all but impossible to come by in the US. For us, it's Pears' original amber all the way!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-02-18 0:00,"'As Good As Ever""","Most iportant was the fond memories of using this wonerfol soap when (together with my 2 sisters) we all received the Original Soap it as a Chrismas Present from our grandparents at every Christmas between 1940 and 1952, during which years our family was living in Kingston, Jamaica, West Indies. I still use ill use Original Pears Soap which is as good now as it was nearly 80years ago."
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-02-18 0:00,Soap is good but these arent the 4,Soap is good but these arent the 4.4oz bars but the 3.5oz bars that I was trying to avoid. So its a bit of false advertisement and needs to be updated.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-12-02 00:00:00,"Good, but not outstanding","I am not sure how the original formula was scented but it smells like pine and mine. A good strange, not too overpowering. It makes my skin feel squeaky clean and pretty fresh. I just started using it so if it helps more than any of my other cleansers I may repurchase."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-11-02 00:00:00,"Finally, A Pure Soap Without Chemical Additives!!!",No soap better for any skin condition.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-04-02 00:00:00,GOOD,"It is good, but not as good as SHEA MOISTURE'S BLACK SOAP."
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-01-18 0:00,Five Stars,Item arrived on time and as described
Bathing Soap,amazon.com,Pears Transparent Original Soap,27-01-18 0:00,Very good soap that doesn't dry your skin like a lot ...,We have been using glycerine soap for years and Pears in particular. It seems hard to find and this was the second vendor I ordered from after the first one bailed on me. Very good soap that doesn't dry your skin like a lot of cleanser and additive soaps do.
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-01-18 0:00,Five Stars,"Love this soap, have been using this on my children for years"
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-01-18 0:00,Altar Guild Approved Product,"Bought this time-tested product for my church altar guild. We swear by it for removing lipstick, red wine, makeup, and other tough stains that find their way onto liturgical linens."
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-01-18 0:00,Five Stars,My favorite soap on earth
Bathing Soap,amazon.com,Pears Transparent Original Soap,2018-01-01 00:00:00,soap is great - Vendor cheated us 2 bars,"like pears soap and this is Pears soap, clear and doesn't leave residue in the glass shower. What I didn't like was that the vendor did NOT send me 12 bars. They only sent 10. didn't realize it till I was putting them away."
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-12-17 0:00,Good soap at a great price.,Best price one can get 12 pack soap for. Plus I got free shipping due to Prime account and Amazon delivers great with prime account. Product enough to cover 8-10 months for sure
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-12-17 0:00,Five Stars,Best Face soap ever.
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-12-17 0:00,One Star,In the package it's 125 g but the delivered package is just 100g.
Bathing Soap,amazon.com,Pears Transparent Original Soap,13-12-17 0:00,Happy as I can be,"I ordered this soap despite the negative reviews, I found the product to be exactly as advertised and couldn't be happier with my purchase. The negative reviews makes me wonder if maybe the people would find a problem with everything."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-09-12 00:00:00,Five Stars,Excellent
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-11-17 0:00,Pears soap is a classic,Best bathroom soap there is--and well priced.
Bathing Soap,amazon.com,Pears Transparent Original Soap,24-11-17 0:00,Five Stars,Good price! Fast delivery!
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-11-17 0:00,love this product. keeps me from getting too dirty.,"clean face, not dry, and i smell like a MAN BABY."
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-11-17 0:00,"This is the ""new"" recipe. I preferred the old ...","This is the ""new"" recipe. I preferred the old recipe, but the difference is very small; not worth worrying about."
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-10-17 0:00,Five Stars,love it
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-01-10 00:00:00,New formula,"Very nice, still, but a changed formula from when I was young, so it was disappointing."
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-09-17 0:00,Not the same product anymore!,I have used Pears soap since childhood. I am disappointed in the recent purchases as they don't smell the same as they used to. I am looking for an alternative soap to replace my addiction to Pears. Shame on the manufacturer who ruined a great product by reformulating it!
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-09-09 00:00:00,Four Stars,smells good and designed to accommodate the last little bit left over for the next one.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-08-09 00:00:00,Five Stars,nice soap
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-07-09 00:00:00,Two Stars,Soaps arrived misshapen and partially broken.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-06-09 00:00:00,Okay,Not what I remember from years back.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-03-09 00:00:00,We like everything about this soap,"We like everything about this soap: the non-chemical fragrance, clear soap that does not get mushy in the shower dish, and it does the job. It's also hard to find in supermarkets. It's just easier and more economical to buy the 12 packs at Amazon."
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-08-17 0:00,Five Stars,Nice soap clean well didn't lost long though.
Bathing Soap,amazon.com,Pears Transparent Original Soap,20-08-17 0:00,Five Stars,Will order again
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-08-17 0:00,Five Stars,Only soap worth buying.
Bathing Soap,amazon.com,Pears Transparent Original Soap,31-07-17 0:00,Good deal,Have used this soap forever. Great source and price is right.
Bathing Soap,amazon.com,Pears Transparent Original Soap,23-07-17 0:00,Love this soap and the price,Love this soap and the price. Will keep on ordering as long as you keep on selling it. Wonderful product if you like glycerine soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-07-17 0:00,Great deal,Great soap gets you clean feeling
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-07-17 0:00,Yes I remember,"Yes I remember what Pears was like before the reformulation but if one is to be fair it should now be compared to what is now available on the market. Look at it that way and it is pretty good even if it melts away twice as fast as it once did. Buying 1, 2 or even 4 in a pack gets expensive but these 12 packs satisfy the Scotch side of me.Pears Transparent Original Soap - 4.4 Oz, 12 Pack"
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-07-17 0:00,Old time fav,"Always a wonderful, pure soap for the face and great for a gift"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-08-07 00:00:00,Five Stars,I am very happy with it. Good price too!
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-08-07 00:00:00,Do not Buy!,"Buyer beware on this item. I have used Pears soap for many years, originally in the U.K. growing up when it was still made by Andrew Pears & Co. Unfortunately, Pears was bought out by Unilever and as is often the case when Unilever buys something, the quality goes down. I have still purchased it for a number of years from amazon, but the latest shipment has no resemblance to either the original or the modified Unilever product. It is now essentially ALL chemicals and color. It is now obviously being sourced from another manufacturer and claiming to be ""Pears"" soap."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-02-07 00:00:00,Five Stars,very comfortable. Would buy it again.
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-06-17 0:00,Ingredients not as advertised.,NOT AS ADVERTISED. The ingredients aren't even close. If you have skin allergies this is NOT the product for you. Not the original product.
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-06-17 0:00,Excelent!!!,My husband is English and says this is the real Pears soap... same smell and look! We will see if it last like the original one... we will add something more and let the others know.
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-06-17 0:00,Worthwhile,Great soap and no need for shampoo !!!
Bathing Soap,amazon.com,Pears Transparent Original Soap,19-06-17 0:00,Five Stars,love our Pears
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-06-17 0:00,Four Stars,Reasonable Price.
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-06-17 0:00,Pears glycerin is still my favorite.,"Pears is my go to brand of glycerin soap. I became allergic to my soap many years ago. I used the same brand for about 30 years and started to notice that I seemed to be allergic so I switched to Pears. I don't have any problems with Pears. However, something with the factory went sideways and I could not get this (I was paying $1 a bar at the dollar store). Then when I could not get Pears (except on Amazon at a very high cost) I bought a bunch of glycerin soaps and so far they all seem good. Pears is still my favorite."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-11-06 00:00:00,It was Grandmother's soap too,"The Pears soap ad from c 1900 picture of a young girl saying grace before her meal in bed while her cat and dog watch her is still available on-line. Its adorable. My Grandmother won an original of it in her Amish Sunday school class for memorizing a Bible verse, and she had it framed in her bedroom all of her life. I have it now. OF COURSE I'm going to use Pears soap!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-11-06 00:00:00,Five Stars,Love it
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-10-06 00:00:00,LOVE IT,"I have been using pears soap for more than 6 months. My forehead had a lot of small pimples (little pimples that look like bumps), I tried many of the known brands but nothing seem to work. My boyfriend bought pears for me, after using pears for 1 week I noticed less pimples on my forehead. Now after 6 months my forehead looks clear, no more small pimples. I have acne on my back and pears has helped with that too. So I use pears to wash my body and my face, I wash my face with pears only in the night and then I apply my moisturizer (organic jojoba oil). After using so many many products I have learned that a simple skin care routine along with natural products are the perfect combination. Note: Only reason why I don't give it 5 stars is because I feel that I see better results on my face than my back."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-09-06 00:00:00,Incorrect list of ingredients,"I purchased this product because it stated ""Original""..and listed the 8 original ingredients, the product received was the remade product with 23 ingredients. I was unaware of the change and couldn't understand why I had such a terrible rash, once I learned of the change and reviewed the ingredients I immediately stopped using it as I am extremely allergic to sulfates. Be careful when ordering this."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-09-06 00:00:00,Five Stars,Excellent product!
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-04-06 00:00:00,Another great product down the drain,"After receiving my order and opening the first bar, I found this is a different soap than I'd previously purchased. Other users have indicated the product was sold to another company and there are some differences. ESPECIALLY the original fragrance. Sorry, this is a really BIG DEAL to me. If you were familiar with the Pear's box that had ""By Appointment to..."" and a seal on the upper right of the box then this new soap will take some adjustment. (Or replacement). Another great product down the drain!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-01-06 00:00:00,Five Stars,Excellent soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-05-17 0:00,Pears Soap is the Best,Pears soap is the best. We have used it for about 30 years.
Bathing Soap,amazon.com,Pears Transparent Original Soap,29-05-17 0:00,A 5-STAR PRODUCT IF THERE EVER WAS ONE!!!,"Don't listen to the nay-sayers. This is GREAT soap. I use it every day and when camping or travelling it is all I take. I can bathe completely, then shampoo my hair, and even shave with it. It suds really well and has a wonderful feel that will leave you squeaky clean but won't dry you out. Wifey likes it too. She says it leaves her face and skin soft and moist. And as an added bonus, it doesn't completely trash my tubs and showers like almost every other bar soap on the planet. For those who might not know this, that nasty crud that builds up on your tubs and showers is almost completely made up of the scum left behind by the talc and lye in your ""normal"" soaps, body washes and shampoos. For this reason, Pears transparent, glycerin-based soap is the only one allowed in my house, along with a few other clear body washes and shampoos. The rule of thumb here is, if you can't see through it it isn't welcome in my bathrooms. I have 4 people under my roof, and nasty tubs and showers used to cause a lot of grief. Now it isn't a problem at all. A thorough cleaning is only necessary a few times a year and it takes just a few minutes without the usual harsh, toxic chemicals. This reason alone should be enough to love this soap. The unique smell does take a little getting used to. It isn't strong or offensive mind you, but it is definitely unlike any other bar of soap. Wifey, who has overly sensitive bloodhound nostrils and hates all strong odors, does love the smell of Pears soap. Anyway, it is mostly just neutral, so we can choose how we will smell based solely on the aftershaves, perfumes and colognes we decide to go with. I don't know about any ""new formulas vs old formulas"", or whatever some folks are griping about. I just know it is a great soap now and it always had been a great soap. It is one of my favorite household discoveries of the last 40 years. Again, don't listen to the nay-sayers. Try it for a month and you will agree. Use it along with clear body washes and shampoos for 6 months and you will never go back to scrubbing soap scum once a month. A five star product if there ever was one!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,23-05-17 0:00,Five Stars,"Very good product, good service. I will buy again"
Bathing Soap,amazon.com,Pears Transparent Original Soap,20-05-17 0:00,"Always a fan of pears, gets the impurities and ...","Always a fan of pears, gets the impurities and all my makeup off, keeps my clean squeaky clean, can't go wrong with this"
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-05-17 0:00,Love the smell,"Pear Soap as I remember it. Love the smell. And while it's strong, it doesn't stay on your body like some cloyingly annoying products."
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-05-17 0:00,"OK, does not smell as I remember.","OK,does not smell as I remember."
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-05-17 0:00,Five Stars,Mom loved them. Thanks Best soap ever.
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-05-17 0:00,Five Stars,Great
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-04-17 0:00,Four Stars,Love!! Feel super clean and love the clean scent.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-04-17 0:00,Five Stars,This brand has always been my favorite.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-04-17 0:00,it is the best!,I've been using this soap for years. it is the best!
Bathing Soap,amazon.com,Pears Transparent Original Soap,18-04-17 0:00,Moisturizing champ.,Excellent soap for my dry skin.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-10-04 00:00:00,Five Stars,"Great price, great service, and a great product!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-02-04 00:00:00,Five Stars,Top quality product as usual.
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-03-17 0:00,Four Stars,good
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-03-17 0:00,Five Stars,Purity of product is excellent. Well packaged.
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-03-17 0:00,Five Stars,Favorite soap!!!!
Bathing Soap,amazon.com,Pears Transparent Original Soap,27-03-17 0:00,Five Stars,pears soap is always great
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-03-17 0:00,Not the original but Very CLOSE!,it is soothing and feels good on my skin. no itches and not harsh on the skin. Although its not the same as the Original i used to buy 5-6years ago but not bad.
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-03-17 0:00,Cannot Review,Cannot review as I ordered this as a gift for my neighbor.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-17 0:00,Smells horrible,I used this soap years ago and decided to get it again. It has the same name but clearly not the same product. The soap smells horrible and disappears with a few uses.
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-03-17 0:00,Go-to shower soap,"This my go-to shower soap. I am a man who still deals with an oily facial complexion. This soap is a good balance for me, astringent enough to clean my face with out drying out the rest of my skin. Nice, neutral fragrance."
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-03-17 0:00,NOT the Original But it is Close Enough for me,"This is NOT the original Pears But it is Close Enough for me. I have gotten used to the new fragrance, Although I do miss the original one. It has the same cleaning properties I"
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-03-17 0:00,Five Stars,Fully met all expectations.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-11-03 00:00:00,no better soap.,keeps skin soft and squeaky clean. great price.
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-02-17 0:00,Five Stars,Great for acne prone skin.
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-02-17 0:00,A Soap That Has Been On The Market Since 1789,"I ordered a pack of a dozen Pears Transparent Original Soap, and it came to me promptly and very well protected in bubble wrap. Pears Soap originated in 1789, and it is the world's oldest continuous soap brand, I believe. So they did something right, if longevity is the test. I like the soap, especially for showers or .bath, and have been using it for years. I first became acquainted with Pears Soap while I was reading Paul Scott's ""Raj Quartet"", and quite by chance I found the gold and green soap in a Bangkok mall when I was living there. I haven't been without Pears since."
Bathing Soap,amazon.com,Pears Transparent Original Soap,24-02-17 0:00,Great For Laundry,"We use Pear soap to remove stains from clothes before washing, and always try to keep a bar handy."
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-02-17 0:00,Five Stars,yes soap is great thank you for sending it to me Mary
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-02-17 0:00,Five Stars,the best soap ever!
Bathing Soap,amazon.com,Pears Transparent Original Soap,14-02-17 0:00,Pears soap is second to none,"This is the most economical pack we found. This soap is very good for dry, sensitive skin. We've been brand loyal for 15 years. The scent is perfect for a couple - not too floral or masculine."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-07-02 00:00:00,Soap good scent awful,"It feels good like the traditional pears soap, which I have been using since 1958, but with this batch the scent is awful - like tar and pine.. Not the beautiful scent it always had."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-04-02 00:00:00,Five Stars,Works just fine.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-01-02 00:00:00,have used for years. Surprised they cost so much,Just go too fast
Bathing Soap,amazon.com,Pears Transparent Original Soap,29-01-17 0:00,Great Soap.,"This is the nicest soap. Great for men as it has a neutral fragrance almost like a coal tar soap that leaves you with a clean fresh smell, not a flowery girly scent."
Bathing Soap,amazon.com,Pears Transparent Original Soap,26-01-17 0:00,Not what it used to be,"Have always loved this soap but after process of elimination, realized that the last couple of years of skin reactions were to this brand. Upon research, found out that the ingredients have changed. Have switched soap twice now and have landed on Tom's of Main Sensitive soap and so far so good."
Bathing Soap,amazon.com,Pears Transparent Original Soap,25-01-17 0:00,DECEPTIVE ADVERTISING: Not the Pears Soap we knew.,"This is a very poor soap, totally reformulated and chemicalized by Unilever when they bought the original great brand in 2009. The packaging is deceptive: it shows an almost-clear, pure soap and is advertised on the box as ""Pears transparent soap."". What you get is a muddy gold, almost opaque soap with more chemical ingredients than you can shake a stick at: ""water, sodium palm kernelate, sorbitol, sodium roseate, sodium palmate, glycerin (FINALLY!!!!!!), sodium stearate, propylene glycol, sodium laurel sulfate, PEG-4, ......."" etc, etc. The soap has a chemically smell, not at all like the original Pears soap. I would not recommend this to anyone."
Bathing Soap,amazon.com,Pears Transparent Original Soap,21-01-17 0:00,Five Stars,I love the soft clean smell of this gently mild soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,18-01-17 0:00,Three Stars,I don't care for the aroma.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-09-01 00:00:00,"The smell is nice, lathers up nicely","I got this soap package for my mom since this is what she used while growing up in India. The smell is nice, lathers up nicely, and you get really large bars that are well-packaged - each bar is plastic-wrapped inside a cardboard soap box."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-07-01 00:00:00,Four Stars,"Soap lathers easily, mild odor, rinses nicely."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-04-01 00:00:00,Four Stars,Great soap!
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-04-01 00:00:00,Love this soap!,"Great (fragrance free) soap, reasonable price and quick delivery!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-04-01 00:00:00,Product shelf life has expired,The soap has strange unpleasant smell. I have no idea how to read this package date: 6019C 1 KH B013 but it has expired.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-03-01 00:00:00,Four Stars,great
Bathing Soap,amazon.com,Pears Transparent Original Soap,2017-02-01 00:00:00,Still the best glycerin soap on the market,"Previously made in the United Kingdom, now made in India. Still the best glycerin soap on the market."
Bathing Soap,amazon.com,Pears Transparent Original Soap,13-12-16 0:00,Five Stars,Nice fresh smell. Feel really refreshing
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-10-12 00:00:00,Excellent product. I have sensitive skin and this is ...,Excellent product. I have sensitive skin and this is the only soap I have used on my face for the past twenty years.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-09-12 00:00:00,Five Stars,fav
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-11-16 0:00,Five Stars,Works great for oily skin.
Bathing Soap,amazon.com,Pears Transparent Original Soap,29-11-16 0:00,try them today :D,I love Pears.. I love the smell.. i love how it leaves my skin soft and fresh... the smell of this soap stay for long after shower..
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-11-16 0:00,spicy!,The best soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,15-11-16 0:00,"Good quality, it's not harsh on my sensitive skin ...","Good quality, it's not harsh on my sensitive skin and yet it's effective in giving you a good looking skin. Will buy again"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-03-11 00:00:00,Clean with no oily film,"My husband loves this soap. I got him spoiled on it. He has been using it for years, and now I can't find it in our town. I'm so glad I found it on Amazon, so I don't have to listen to him whine! This soap lasts a long time, doesn't have the girly smell that he hates, and leaves your skin nice and clean with no oily film."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-02-11 00:00:00,Very happy with the product,Its not just soap. Its quality in a pleasure form. Very happy with the product.
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-10-16 0:00,Five Stars,Nice
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-10-16 0:00,Five Stars,great soap one can wash the eyes without burning~
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-03-10 00:00:00,A different & unique product.,"Have been using Pears for decades. Some reviewers have said that its quality has fallen off over time; haven't really been aware of this. It's a relatively unique soap with a clean fragrance and remains a favorite for bathroom and shower use. Unfortunate that it contains SLS, but otherwise ingredient list is nonthreatening."
Bathing Soap,amazon.com,Pears Transparent Original Soap,30-09-16 0:00,"Don't, this brand is gone for good.","Awful soap, really really awful. I loved Pears in the 70s, it had a lovely scent, fresh lather and it made you feel fresh and clean. They ruined the formula, unfortunately. This soap has an unpleasant smell, like cough medicine. Not fresh one bit, and you don't even feel like you're clean afterwards. If I wash my hands with it, I can't even get it to lather. Horrible!"
Bathing Soap,amazon.com,Pears Transparent Original Soap,27-09-16 0:00,Five Stars,"A favourite, pure, transparent, gorgeous scent"
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-09-09 00:00:00,Don't recommend if you are expecting pears soap smell...,These soaps doesn't smell like actual pears. May be too old stock. I ended up buying in local store.
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-04-09 00:00:00,Five Stars,Great soap...clean smelling and rinses off leaving a very clean feeling
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-01-09 00:00:00,Smells amazing!,Love this soap!
Bathing Soap,amazon.com,Pears Transparent Original Soap,25-08-16 0:00,a classic,The Best... no frills...no perfume-style scent...feels great. I've been a fan since 1968
Bathing Soap,amazon.com,Pears Transparent Original Soap,24-08-16 0:00,TOXIC SOAP DO NOT PURCHASE!!!,i bought this soap for my elderly mother as she used to love the product but this nasty soap gave her a terrible rash! This product needs to be recalled and removed from Amazon as it's simply toxic. Shame on you manufacture!
Bathing Soap,amazon.com,Pears Transparent Original Soap,22-08-16 0:00,Affordable in 12-packs - Good Soap!,"I was introduced to Pears' when I stayed in the UK for some months. I enjoyed it very much, but it isn't for sale in stores in the US (at least, not where I live). I have found it in catalogs, but it's quite expensive - they tend to sell by the single bar, and it was just way too expensive. Then I ran across the 12-pack. They have the price down to something reasonable; probably still a bit high compared to other soap, but reasonably close to the price I paid in the UK. The soap is a hard mill, which means it lasts for a long time. It's a big soap, too -- when first opened, it's almost hard to hold in one's hand. One of the things I've really enjoyed about Pears' over the years is that as the bar gets used up, the suds-making power stays present. Most soaps, as the bar wears down, seem to lose this."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-08-08 00:00:00,"doesn't have the old fresh smell anymore, but I ...","doesn't have the old fresh smell anymore, but I thought enough people might have complained that it would be removed, whatever has been added since it is no longer produced in UK.."
Bathing Soap,amazon.com,Pears Transparent Original Soap,2016-05-08 00:00:00,Five Stars,It is the only soap my husband will use.
Bathing Soap,amazon.com,Pears Transparent Original Soap,28-07-16 0:00,Not for me,Not my cup of tea. I like sweeter smelling soap.
Bathing Soap,amazon.com,Pears Transparent Original Soap,25-07-16 0:00,"Good stuff, used it for years","Hard to find in the stores in my area. Good stuff, used it for years. No bad surprises."
Bathing Soap,amazon.com,Pears Transparent Original Soap,18-07-16 0:00,Five Stars,good stuff !!!!!!
Bathing Soap,amazon.com,Pears Transparent Original Soap,17-07-16 0:00,Favorite soap,Great soap. Cleans without drying out my skin.
Bathing Soap,amazon.com,Pears Transparent Original Soap,16-07-16 0:00,The Original and Still the Best,"The soap was first produced in 1789 by Andrew Pears in London. It was the world's first transparent soap and the first registered brand in the world. It's is a great soap if you have sensitive skin or prefer a light, subtle scent over the overwhelming stink of most popular brands."
